title,subtitle,author,content,link,category
"Multi-lingual singer Suchetha Satish, a Guinness World Record holder, to perform at the Soorya Festival in Thiruvananthapuram",The singer from Kannur who sings in 150 languages will perform at the festival on December 6,Nainu Oommen,"Multi-lingual singer Suchetha Satish, a Guinness World Record holder, to perform at the Soorya Festival in Thiruvananthapuram The singer from Kannur who sings in 150 languages will perform at the festival on December 6 “My motto has always been music beyond boundaries,” says 19-year-old Suchetha Satish, who is set to perform a multi-lingual international concert titled Music Beyond Borders on December 6 at the Soorya Festival in Thiruvananthapuram. This marks the first time in the 47-year history of the festival that such an event is being held, say the organisers. Organised by the Soorya Stage and Film Society, the concert will feature Suchetha singing in languages from Europe, Africa and India, among others. The artiste, originally from Kannur, currently holds a Guinness World Record for singing in the most languages in a concert, with 140 languages performed in over nine hours. The musical performance was a prelude to the 28th United Nations Climate Change Conference (COP28), which took place in Dubai in 2023.",https://www.thehindu.com/entertainment/music/guinness-world-record-holder-suchetha-satish-to-perform-in-150-languages-at-soorya-festival/article68949542.ece,movies
From negative to screen: Kolkata International Film Festival to showcase restored Indian classics,"Six films, made in various Indian languages like Malayalam, Hindi, Odia, and Manipuri, between 1969 and 1990, will be screened at KIFF",Moyurie  Som,"From negative to screen: Kolkata International Film Festival to showcase restored Indian classics Six films, made in various Indian languages like Malayalam, Hindi, Odia, and Manipuri, between 1969 and 1990, will be screened at KIFF The 30th edition of the Kolkata International Film Festival (KIFF) is set to screen digitally restored versions of six distinguished 20th century Indian films made by venerated Indian film directors. These cult classics include Manthan by Shyam Benegal, Thampu by Govindan Aravindan, Ghatashraddha (The Ritual) by Girish Kasaravalli, Ishanou (The Chosen One) by Aribam Syam Sharma, Maya Miriga (The Mirage) by Nirad N. Mohapatra, and Tero Nadir Parey (Beyond Thirteen Rivers) by Barin Saha.",https://www.thehindu.com/news/cities/kolkata/from-negative-to-screen-kolkata-international-film-festival-to-showcase-restored-indian-classics/article68951736.ece,movies
"Quash censor certificate issued to Amaran, engineering student urges Madras HC",He also insists that the court issue interim directions to the makers to restrain the release of the movie on OTT platforms and to pay him a compensation of ₹1.1 crore,Mohamed Imranullah S.,"Quash censor certificate issued to Amaran, engineering student urges Madras HC He also insists that the court issue interim directions to the makers to restrain the release of the movie on OTT platforms and to pay him a compensation of ₹1.1 crore An engineering student from Alwarthirunagar in Chennai has filed a writ petition in the Madras High Court to quash the censor board certificate issued to actor Sivakarthikeyan-starrer Amaran as his personal mobile phone number had been displayed in one of the scenes in the movie. The petitioner, V.V. Vaageesan, has also sought an interim injunction restraining the production firm Raajkamal Films International, helmed by actor Kamal Haasan and director Rajkumar Periyasamy, from releasing the movie on Over-the-Top (OTT) platforms until the disposal of his writ petition.",https://www.thehindu.com/news/national/tamil-nadu/quash-censor-certificate-issued-to-amaran-engineering-student-urges-madras-hc/article68949898.ece,movies
‘Agni’ movie review: Pratik Gandhi blazes a trail in this tale of courage under fire,"Filled with warm and chilling moments, Rahul Dholakia’s social thriller provides firefighters with their moment under the sun",Anuj Kumar,"‘Agni’ movie review: Pratik Gandhi blazes a trail in this tale of courage under fire Filled with warm and chilling moments, Rahul Dholakia’s social thriller provides firefighters with their moment under the sun In Indian tradition, fire alludes to love and conflict, devotion and anger, eternality and death. The ever-youthful element that demands sacrifice plays the central character in director Rahul Dholakia’s ode to the unstinting spirit of the firefighters. Capturing a daze’s multiple faces and colours, Dholakia removes the smokescreen that covers the firefighters’ work and opens a window into the lives of those who keep us out of its fury but whose services are not duly acknowledged by the system and society. The action takes us into the heart of the evacuation process, the drama unravels the sacrifices firefighters make and the thriller elements seek to find the answer to the source of the firestorm. Fireman Vithal (Pratik Gandhi) and policeman Samit (Divyendu) are brothers-in-law. The relationship seems like a pun on the two arms of the Department of Home Affairs. Both undermine each other’s contribution, both learn to live with each other. While Vithal questions the methods and celebrity-like status of Samit, the latter finds Vithal unnecessarily grumpy. When there is a sudden surge in cases of arson in Mumbai, the two have to put their differences on the back burner to douse the inferno.",https://www.thehindu.com/entertainment/movies/agni-movie-review-pratik-gandhi-blazes-a-trail-in-this-tale-of-courage-under-fire/article68954002.ece,movies
"Roopa Koduvayur: If I am taking a break from medicine for a film, it has to be worth it","Actor-doctor-dancer Roopa Koduvayur on her multi-faceted career and her new Telugu film, ‘Sarangapani Jathakam’",Sangeetha Devi Dundoo,"Roopa Koduvayur: If I am taking a break from medicine for a film, it has to be worth it Actor-doctor-dancer Roopa Koduvayur on her multi-faceted career and her new Telugu film, ‘Sarangapani Jathakam’ Following her Telugu cinema debut with Uma Maheshwara Ugra Roopasya (UMUR) in 2020, when Roopa Koduvayur was asked if she had a wishlist of directors she wanted to work with, one of the first names she mentioned was Mohanakrishna Indraganti. Four years later, she is the leading lady in the director’s Telugu comedy Sarangapani Jathakam alongside Priyadarshi Pulikonda. “I think I manifested it,” she says, during this interview at Sridevi Movies office in Hyderabad. Vijayawada-bred Roopa is a doctor, currently pursuing an MD in internal medicine in London, after which she intends to study medical oncology. She is also a trained Bharatanatyam and Kuchipudi dancer. “I do not like to hit the gym. Getting on a treadmill and working out while listening to the same playlists does not excite me. Anyone who knows me will tell you how my face glows after two hours of dance. It is a reflection of my happiness. I use my time to pursue what makes me happy — dance, cinema and medical education — and I am fortunate to have supportive parents.”",https://www.thehindu.com/entertainment/movies/roopa-koduvayur-if-i-am-taking-a-break-from-medicine-to-work-in-a-film-it-has-to-be-worth-it/article68926411.ece,movies
‘Light Shop’ K-Drama review: Intrigue and chills aplenty in Kang Full’s new show,"Featuring an ensemble cast including Ju Ji-hoon, Park Bo-young, Uhm Tae-goo, and Seolhyun, mystery-horror ‘Light Shop’ builds a creepy, unsettling world while keeping up the intrigue",S. Poorvaja,"‘Light Shop’ K-Drama review: Intrigue and chills aplenty in Kang Full’s new show Featuring an ensemble cast including Ju Ji-hoon, Park Bo-young, Uhm Tae-goo, and Seolhyun, mystery-horror ‘Light Shop’ builds a creepy, unsettling world while keeping up the intrigue For a large part of the first three episodes of Light Shop, you are left wondering what the show is about. Is it a horror-thriller? Or is it just plain existential dread? You truly wonder who these people are, what they are doing, and why they all seem to have no relation to each other. It is only in episode 4 that clarity dawns, and things seemingly fall into place in this mystery-horror television show. Written by Kang Full who made 2023’s complex and expansive superhero K-Drama Moving, Light Shop has also been adapted from his webtoon of the same name. The writing choices for this show are risky and brave. Will viewers have the patience to stick around for a couple of episodes to actually make sense of what is happening?",https://www.thehindu.com/entertainment/movies/light-shop-series-review-intrigue-and-chills-aplenty-in-kang-fulls-new-show/article68950377.ece,movies
"‘Dune: Part Two’, ‘Wicked’, ‘Anora’ and more make AFI Top 10 films of 2024","This year’s list leans heavily towards smaller productions, with only two films bearing the hallmark of major studios",The Hindu Bureau,"‘Dune: Part Two’, ‘Wicked’, ‘Anora’ and more make AFI Top 10 films of 2024 This year’s list leans heavily towards smaller productions, with only two films bearing the hallmark of major studios The American Film Institute (AFI) has unveiled its annual list of the 10 best films of 2024, spotlighting a mix of indie-style projects and select major studio entries. This year’s list leans heavily towards smaller productions, with only two films bearing the hallmark of major studios: Wicked from Universal and Dune: Part Two from Warner Bros. The films recognized as the AFI Motion Pictures of the Year are Anora, The Brutalist, A Complete Unknown, Conclave, Dune: Part Two, Emilia Pérez, Nickel Boys, A Real Pain, Sing Sing, and Wicked.",https://www.thehindu.com/entertainment/movies/dune-part-two-wicked-anora-and-more-make-afi-top-10-films-of-2024/article68953729.ece,movies
"‘Pushpa 2: The Rule’ box office: Allu Arjun shatters records with a massive ₹175 crore Day 1 collection, says reports","Globally, the total gross collection is estimated to exceed ₹200 crore, including impressive overseas numbers",The Hindu Bureau,"‘Pushpa 2: The Rule’ box office: Allu Arjun shatters records with a massive ₹175 crore Day 1 collection, says reports Globally, the total gross collection is estimated to exceed ₹200 crore, including impressive overseas numbers Allu Arjun’s much-anticipated film Pushpa 2: The Rule has taken the box office by storm, setting a new benchmark for Indian cinema. The film, directed by Sukumar, raked in a staggering ₹175.1 crore nett on its opening day in India, According to the tracking website Sacnilk, cementing its position as the biggest opener in Indian film history. Globally, the total gross collection is estimated to exceed ₹200 crore, including impressive overseas numbers. Released on December 5, Pushpa 2 was showcased across more than 10,000 screens worldwide. The film’s paid premiere shows on December 4, held in Andhra Pradesh, Telangana, and Bengaluru, contributed ₹10.1 crore to its Day 1 earnings.",https://www.thehindu.com/entertainment/movies/pushpa-2-the-rule-box-office-allu-arjun-shatters-records-with-a-massive-175-crore-day-1-collection/article68953691.ece,movies
Pushpa 2 stampede: Film producers say they are committed to stand by survivor undergoing treatment,The private hospital stated that prompt Cardiopulmonary Resuscitation (CPR) provided to the boy by the bystanders and Hyderabad police was crucial in reviving the child who collapsed during the incident.,The Hindu Bureau,"Pushpa 2 stampede: Film producers say they are committed to stand by survivor undergoing treatment The private hospital stated that prompt Cardiopulmonary Resuscitation (CPR) provided to the boy by the bystanders and Hyderabad police was crucial in reviving the child who collapsed during the incident. A day after the stampede during the premiere screening of Allu Arjun-starrer Pushpa 2 at Sandhya Theatre in Hyderabad, leading to death of a woman, producers of the movie Mythri Movies Makers stated that they are “extremely heartbroken by the tragic incident during last night’s screening”. A 35-year-old woman has died in the stampede on Wednesday (December 4, 2024) night. Her eight-year-old son, who is in critical condition, is undergoing treatment at KIMS Hospital. “Our thoughts and prayers are with the family and the young child undergoing medical treatment. We are committed to standing by them and extending all possible support during this difficult time,” Mythri Movie Makers posted on X (formerly Twitter).",https://www.thehindu.com/news/cities/Hyderabad/pushpa-2-stampede-producers-says-they-are-committed-to-stand-by-young-boy-undergoing-treatment/article68950368.ece,movies
"Triptii Dimri is IMDb’s most popular Indian star of 2024; beats Shah Rukh Khan, Deepika Padukone","The ‘Animal’ and ‘Bhool Bhulaiyaa 3’ actress has stolen a march on superstars like Khan as well as Alia Bhatt, Sobhita Dhulipala, Aishwarya Rai Bachchan, Samantha Ruth Prabhu and others",The Hindu Bureau,"Triptii Dimri is IMDb’s most popular Indian star of 2024; beats Shah Rukh Khan, Deepika Padukone The ‘Animal’ and ‘Bhool Bhulaiyaa 3’ actress has stolen a march on superstars like Khan as well as Alia Bhatt, Sobhita Dhulipala, Aishwarya Rai Bachchan, Samantha Ruth Prabhu and others Triptii Dimri is the most popular Indian star of 2024, trailed by Deepika Padukone, Ishaan Khatter and Shah Rukh Khan, according to online movie database IMDb’s year-end list. Dimri, known for films like Laila Majnu, Bulbbul and Animal, had three high-profile releases in 2024—Bad Newz, Vicky Vidya Ka Woh Wala Video, and Bhool Bhulaiyaa 3. The actress has stolen a march on superstars like Khan as well as Sobhita Dhulipala, Sharvari, Aishwarya Rai Bachchan, Samantha Ruth Prabhu, Alia Bhatt and others.",https://www.thehindu.com/entertainment/movies/triptii-dimri-is-imdbs-most-popular-indian-star-of-2024-beats-shah-rukh-khan-deepika-padukone/article68949887.ece,movies
"Raj Kapoor@100: Retrospective to screen Showman's 10 films including 'Awaara', 'Shree 420', 'Bobby'",The movie tickets will be priced at ₹100 across all participating cinemas,Miscellaneous,"Raj Kapoor@100: Retrospective to screen Showman's 10 films including 'Awaara', 'Shree 420', 'Bobby' The movie tickets will be priced at ₹100 across all participating cinemas Ten films of Raj Kapoor, including ""Aag"", ""Awaara"", ""Shree 420"", ""Sangam"", and ""Bobby"", will be showcased at a retrospective to celebrate the birth centenary of the multihyphenate across India from December 13 to December 15. Raj Kapoor's grandson and actor Ranbir Kapoor announced the gala last month during a session remembering his grandfather at the International Film Festival of India (IFFI).",https://www.thehindu.com/entertainment/movies/raj-kapoor100-retrospective-to-screen-showmans-10-films-including-awaara-shree-420-bobby/article68946371.ece,movies
‘Pushpa 2’: Bengaluru Urban DC cancels early morning shows of Allu Arjun’s film,"Starring Allu Arjun, Fahadh Faasil and Rashmika Mandanna, ‘Pushpa 2’ is a sequel to the 2021 blockbuster ‘Pushpa: The Rise’",The Hindu Bureau,"‘Pushpa 2’: Bengaluru Urban DC cancels early morning shows of Allu Arjun’s film Starring Allu Arjun, Fahadh Faasil and Rashmika Mandanna, ‘Pushpa 2’ is a sequel to the 2021 blockbuster ‘Pushpa: The Rise’ The Bengaluru Urban District Deputy Commissioner has cancelled early morning shows of the highly-anticipated movie, Pushpa 2: The Ruleinthe city. Starring Allu Arjun, Rashmika Mandanna, and Fahadh Faasil, the film hits cinemas worldwide on Thursday. Hours before its release day, the Bengaluru Urban Deputy Commissioner issued a notice, instructing cinema owners to cancel the midnight and the early morning shows (3 a.m. and 4 a.m.) of the pan-Indian movie. Around 40 single screens in Bengaluru were asked to cancel their shows.",https://www.thehindu.com/entertainment/movies/pushpa-2-bengaluru-urban-dc-cancels-early-morning-shows-of-allu-arjuns-film/article68947571.ece,movies
"Naga Chaitanya, Sobhita Dhulipala are now married, Nagarjuna shares pictures from traditional ceremony",The ceremony was held at the iconic Annapurna Studios in Hyderabad in the presence of close friends and family members,Miscellaneous,"Naga Chaitanya, Sobhita Dhulipala are now married, Nagarjuna shares pictures from traditional ceremony The ceremony was held at the iconic Annapurna Studios in Hyderabad in the presence of close friends and family members Actors Naga Chaitanya and Sobhita Dhulipala on Wednesday solemnized their relationship via a traditional Telugu wedding ceremony. The ceremony was held at the iconic Annapurna Studios in Hyderabad in the presence of close friends and family members. Naga Chaitanya’s father and veteran star Nagarjuna Akkineni took to his official X account and shared mesmerizing images of Naga Chaitanya and Sobhita from their dreamy wedding ceremony.",https://www.thehindu.com/entertainment/movies/naga-chaitanya-sobhita-dhulipala-are-now-married-nagarjuna-shares-pictures-from-traditional-ceremony/article68949518.ece,movies
‘Girls Will Be Girls’ to premiere on Prime Video on December 18,Richa Chadha and Ali Fazal spoke about their maiden producing venture and pushing the envelope in the Indian content landscape,The Hindu Bureau,"‘Girls Will Be Girls’ to premiere on Prime Video on December 18 Richa Chadha and Ali Fazal spoke about their maiden producing venture and pushing the envelope in the Indian content landscape Shuchi Talati’s Sundance-winning Girls Will Be Girlswill premiere on Prime Video on December 18, the makers announced on Wednesday. An intricate coming-of-age, the film centres on high-schooler Mira (Preeti Panigrahi) and her romantic and sexual awakening. Kani Kusruti—radiant in All We Imagine as Light, the other buzzy awards title from India this year—essays the role of Mira’s controlling single mother. Kesav Binoy Kiron plays an international exchange student at the hillside boarding school who draws Mira’s affections. A debut feature by Talati, Girls Will Be Girls premiered in competition at the 2024 Sundance Film Festival, winning two awards. The film was also showcased at Cannes, Toronto and the MAMI Mumbai Film Festival besides others. An Indo-French co-production, it is backed by Ali Fazal and Richa Chadha’s production banner, Pushing Buttons Studios, and is their maiden offering.",https://www.thehindu.com/entertainment/movies/girls-will-be-girls-to-premiere-on-prime-video-on-december-18/article68946218.ece,movies
‘Mallu Arjun’ - Malayali fans’ adoration for Allu Arjun reaches fever pitch as the release of ‘Pushpa 2’ draws close,"Telugu actor Allu Arjun is an emotion, say fans of the actor in Kerala. ‘Pushpa 2 - The Rule’ reaches theatres on December 5",Shilpa Nair Anand,"‘Mallu Arjun’ - Malayali fans’ adoration for Allu Arjun reaches fever pitch as the release of ‘Pushpa 2’ draws close Telugu actor Allu Arjun is an emotion, say fans of the actor in Kerala. ‘Pushpa 2 - The Rule’ reaches theatres on December 5 It is fascinating to listen to Malayali fans talk about what the Telugu actor Allu Arjun means to them. For them, ‘Allu ettan’ or ‘Mallu Arjun’ is an ‘emotion’, a ‘personification of hope’, ‘positive energy’, he is ‘courage’ and, above all, he is all that is fun about the movies — the song, the dance, the stunts — the spectacle that is cinema. With the release of Pushpa 2 - The Rule just a day away, excitement has reached fever pitch. The fans endearingly and reverentially refer to the actor as ettan, the abbreviated form of chettan (older brother). “It is a form of respect and that is what he is to us. We have grown up watching his films…he is a ‘brother-figure’ to us!” says each one of the fans.",https://www.thehindu.com/entertainment/movies/mallu-arjun-the-malayali-fans-adoration-for-allu-arjun-reaches-fever-pitch-as-the-release-of-pushpa-2-the-rule-draws-close/article68945440.ece,movies
Paapa Essiedu circling role of Snape in HBO’s upcoming ‘Harry Potter’ TV series,"The ‘Harry Potter’ series, slated for a 2026 debut, aims to be a “faithful adaptation” of Rowling’s books, introducing the beloved story to a new generation while maintaining the original films as a central part of the franchise",The Hindu Bureau,"Paapa Essiedu circling role of Snape in HBO’s upcoming ‘Harry Potter’ TV series The ‘Harry Potter’ series, slated for a 2026 debut, aims to be a “faithful adaptation” of Rowling’s books, introducing the beloved story to a new generation while maintaining the original films as a central part of the franchise British actor Paapa Essiedu, best known for his standout role in I May Destroy You, is reportedly in talks to portray Professor Severus Snape in HBO’s upcoming Harry Potter television series, according to multiple sources. While an official deal has yet to be confirmed, insiders suggest Essiedu has been offered the iconic part, according to The Hollywood Reporter. Snape, the sharp-tongued potions master of Hogwarts, was famously brought to life by the late Alan Rickman in Warner Bros.’ eight-film series. In HBO’s adaptation, the character is set to feature prominently in the show’s first season, which will closely follow J.K. Rowling’s Harry Potter and the Sorcerer’s Stone.",https://www.thehindu.com/entertainment/movies/paapa-essiedu-circling-role-of-snape-in-hbos-upcoming-harry-potter-tv-series/article68949625.ece,movies
Malayalam composer Justin Varghese on making himself heard in Hindi film industry with his background score,"Justin Varghese has scored the background music for the year’s biggest Bollywood hit, Stree 2. He has a couple of superstar films in the pipeline",Athira M,"Malayalam composer Justin Varghese on making himself heard in Hindi film industry with his background score Justin Varghese has scored the background music for the year’s biggest Bollywood hit, Stree 2. He has a couple of superstar films in the pipeline 2024 has been a jolly good ride for composer Justin Varghese. The two-time Kerala State film award-winning musician is having his day in Hindi cinema with his background music. First was Munjya, a hit at the box office, followed by Stree 2, the highest-grossing Hindi film ever in India. 2025 will begin with a bang for him with another big Hindi project, a war drama, slated to reach theatres. Even though he does not reveal the details, one can easily guess the movie. He is also on board Vicky Kaushal’s mega project, Mahavatar, which will go on floors next year.",https://www.thehindu.com/entertainment/movies/composer-justin-varghese-breaks-into-hindi-cinema-with-his-background-scores-in-films-such-as-munjya-and-stree-2/article68945310.ece,movies
‘Solo Leveling: ReAwakening’ movie review: Sung Jin-woo’s hype machine leaves no XP for noobs,This teasing big screen recap for the upcoming sophomore season for ‘Solo Leveling’ is a 120-minute shot of adrenaline straight to the fandom’s collective veins — provided you’ve already mastered its lore,Ayaan Paul Chowdhury,"‘Solo Leveling: ReAwakening’ movie review: Sung Jin-woo’s hype machine leaves no XP for noobs This teasing big screen recap for the upcoming sophomore season for ‘Solo Leveling’ is a 120-minute shot of adrenaline straight to the fandom’s collective veins — provided you’ve already mastered its lore There’s an undeniable allure to the promise of power — especially if you’re an anime protagonist. Solo Leveling: ReAwakening, a hybrid recap film and sneak peek into the second season of the massively popular anime adaptation of the Korean manhwa, digs into this intoxicating call, the promise of being part of something greater. But what exactly is ReAwakening? Is it a sequel? A trailer? A glorified DVD extra? The answer is: yes. Directed by Shunsuke Nakashige, the film kicks off with an abridged retelling that distils the highlights of season one while teasing what’s to come, setting the stage for the morally slippery evolution of its protagonist, Sung Jin-woo.",https://www.thehindu.com/entertainment/movies/solo-leveling-reawakening-movie-review-sung-jin-woos-hype-machine-leaves-no-xp-for-noobs/article68946386.ece,movies
"Woman killed, child injured in stampede during ‘Pushpa-2’ screening in Hyderabad","According to police sources, Allu Arjun and music director Devi Sri Prasad surprised fans at the theatre for the screening attracting large crowds, which led to a stampede",The Hindu Bureau,"Woman killed, child injured in stampede during ‘Pushpa-2’ screening in Hyderabad According to police sources, Allu Arjun and music director Devi Sri Prasad surprised fans at the theatre for the screening attracting large crowds, which led to a stampede A 35-year-old woman died and her nine-year-old son sustained severe injuries in a stampede at Sandhya Theatre in Chikkadpally, Hyderabad, during the premiere show of the Allu Arjun movie ‘Pushpa-2’ . The incident happened late on Wednesday when a huge crowd gathered for the 9.30 p.m. show. The boy has been shifted to a private hospital where he is undergoing treatment.",https://www.thehindu.com/news/cities/Hyderabad/woman-killed-child-injured-in-stampede-during-pushpa-2-screening-in-hyderabad/article68948355.ece,movies
"Raj Kapoor@100: The music and motifs in Raj Kapoor’s cinema
Premium","For the Showman, a film was like an opera. Ahead of the legendary filmmaker’s birth centenary celebrations, a look at how he wove his narratives into one sur",Anuj Kumar,"Raj Kapoor@100: The music and motifs in Raj Kapoor’s cinema
Premium For the Showman, a film was like an opera. Ahead of the legendary filmmaker’s birth centenary celebrations, a look at how he wove his narratives into one sur At the just-concluded International Film Festival of India,  Ranbir Kapoor revealed that the first song he made his daughter Raha listen to was ‘Kisi ki muskuraahaton pe ho nisar’from his grandfather Raj Kapoor’s Anari (1959). For cinephiles, this piece of trivia cascaded into a string of songs that the showman helped create on-screen to truthfully express the most intricate of emotions with a touch of innocence. On the cusp of Raj Kapoor’s centenary year, while much is being written about the man, his creative process remains unexplored. In his mindscape, melodic strands of sound preceded the mise-en-scene. The entire film was like an opera for him, where the plot pivoted around music. Instead of technical jugglery, he would tie the whole experience into one sur (pitch/tone)and establish a rhythmic bond with the audience.",https://www.thehindu.com/entertainment/music/the-music-and-motifs-in-raj-kapoors-cinema/article68946577.ece,movies
"‘Anora’, ‘I Saw the TV Glow’ lead Spirit Award 2024 nominations","Sean Baker’s odyssey of a New York stripper and Jane Schoenbrun’s psychological horror dominated nominations for the Film Independent Spirit Awards with six nods each, including best feature and best director",Miscellaneous,"‘Anora’, ‘I Saw the TV Glow’ lead Spirit Award 2024 nominations Sean Baker’s odyssey of a New York stripper and Jane Schoenbrun’s psychological horror dominated nominations for the Film Independent Spirit Awards with six nods each, including best feature and best director Sean Baker’s Anora, an odyssey about a New York stripper, and Jane Schoenbrun’s psychological horror I Saw the TV Glow led the nominations for the Film Independent Spirit Awards, each earning six nods, including Best Film and Best Director. The nonprofit organization announced the nominations on Wednesday via a YouTube livestream. Three actors from Anora, which previously won top honors at the Cannes Film Festival, were recognized for their performances: Mikey Madison for her leading role, and Yura Borisov and Karren Karagulian for their supporting roles. The Spirit Awards’ acting categories are gender-neutral, with 10 nominees in each. From I Saw the TV Glow, Justice Smith was nominated in the lead category, while Brigette Lundy-Paine earned a nod for supporting.",https://www.thehindu.com/entertainment/movies/anora-i-saw-the-tv-glow-lead-spirit-award-2024-nominations/article68949507.ece,movies
‘Pushpa: The Rule’ casts its net wide,"Director Sukumar’s ‘Pushpa: The Rule’, headlined by Allu Arjun, releases in more than 12,000 screens worldwide; shows for December 5 begin as early as 1 a.m.",The Hindu Bureau,"‘Pushpa: The Rule’ casts its net wide Director Sukumar’s ‘Pushpa: The Rule’, headlined by Allu Arjun, releases in more than 12,000 screens worldwide; shows for December 5 begin as early as 1 a.m. Three years after the release of Pushpa: The Rise, the much-awaited second instalment in the series, Pushpa: The Rule, releases in theatres worldwide on December 5. At the pre-release event held in Hyderabad earlier this week, actor Allu Arjun had revealed that the film will be released in more than 12,000 screens worldwide. The Telugu film directed by Sukumar is headlined by Allu Arjun and co-starring Rashmika Mandanna and Fahadh Faasil is also simultaneously releasing in Tamil, Kannada, Malayalam and Hindi.",https://www.thehindu.com/entertainment/movies/pushpa-the-rule-casts-its-net-wide-releasing-in-12000-screens-worldwide/article68946450.ece,movies
"Eminem’s mother Debbie Nelson, whose rocky relationship fuelled the rapper’s lyrics, dies at age 69","Debbie Nelson had a fraught relationship with her son, rapper Eminem",Miscellaneous,"Eminem’s mother Debbie Nelson, whose rocky relationship fuelled the rapper’s lyrics, dies at age 69 Debbie Nelson had a fraught relationship with her son, rapper Eminem Debbie Nelson, the mother of rapper Eminem whose rocky relationship with her son was known widely through his hit song lyrics, has died. She was 69. Eminem’s longtime representative Dennis Dennehy confirmed Nelson’s death in an email on Tuesday. He did not provide a cause of death, although Nelson had battled lung cancer. Nelson’s fraught relationship with her son, whose real name is Marshall Mathers III, has been no secret since the Detroit rapper became a star.",https://www.thehindu.com/entertainment/movies/eminems-mother-debbie-nelson-whose-rocky-relationship-fuelled-the-rappers-lyrics-dies-at-age-69/article68945832.ece,movies
"Naga Chaitanya-Sobhita Dhulipala wedding: Mahesh Babu, Ram Charan and Nayanthara to attend","The wedding of actors Naga Chaitanya and Sobhita Dhulipala, set to take place at the Annapurna Studios in Hyderabad, is expected to be a star-studded affair",The Hindu Bureau,"Naga Chaitanya-Sobhita Dhulipala wedding: Mahesh Babu, Ram Charan and Nayanthara to attend The wedding of actors Naga Chaitanya and Sobhita Dhulipala, set to take place at the Annapurna Studios in Hyderabad, is expected to be a star-studded affair Actors Naga Chaitanya and Sobhita Dhulipala are set to tie the knot in a star-studded affair on December 04, 2024. Celebrities such as Mahesh Babu and Namrata Shirodkar, Ram Charan and Upasana, Jr NTR and Tamil’s ‘Lady Superstar’ Nayanthara are set to attend the event at the iconic Annapurna Studios in Hyderabad. Veteran star Chiranjeevi, pan-India actor Prabhas, ace filmmaker SS Rajamouli, Olympic medallist PV Sindhu and the entire Daggubati family are also expected to grace the occasion.  According to reports, Sobhita is set to wear a traditional Kanjivaram silk saree while Naga Chaitanya will honour his grandfather, the legendary Akkineni Nageswara Rao, in a pancha attire.",https://www.thehindu.com/entertainment/movies/naga-chaitanya-sobhita-dhulipala-wedding-mahesh-babu-ram-charan-and-nayanthara-to-attend/article68945243.ece,movies
Tom Cruise to star in Doug Liman’s supernatural thriller ‘Deeper’,The announcement was made by Liman during a recent screening of the documentary ‘Gaucho Gaucho’ in New York City,Miscellaneous,"Tom Cruise to star in Doug Liman’s supernatural thriller ‘Deeper’ The announcement was made by Liman during a recent screening of the documentary ‘Gaucho Gaucho’ in New York City Filmmaker Doug Liman has confirmed that Tom Cruise will star in his upcoming supernatural thriller Deeper, which is currently in early development. The announcement was made by Liman during a recent screening of the documentary Gaucho Gaucho in New York City, where he shared his enthusiasm for creating a ""scary"" film, a genre he has yet to explore in his career, according to Deadline.",https://www.thehindu.com/entertainment/movies/tom-cruise-to-star-in-doug-limans-supernatural-thriller-deeper/article68942403.ece,movies
‘Despatch’ trailer: Manoj Bajpayee’s crime journalist ventures into troubled waters in this investigative thriller,"Also starring Shahana Goswami, Arrchita Agarwaal, and Ritu Parna Sen, ‘Despatch’ premieres on ZEE5 on December 13",The Hindu Bureau,"‘Despatch’ trailer: Manoj Bajpayee’s crime journalist ventures into troubled waters in this investigative thriller Also starring Shahana Goswami, Arrchita Agarwaal, and Ritu Parna Sen, ‘Despatch’ premieres on ZEE5 on December 13 Streaming platform ZEE5 on Tuesday (December 3) unveiled the trailer of its much-awaited original film Despatch, headlined by Manoj Bajpayee. Directed by Kanu Behl, the film premieres on the platform on December 13. The trailer introduces Manoj as Joy Bag, a crime journalist who ventures intro troubled waters when he attempts to uncover a 2G spectrum scam. Joy soon realises that he might be in over his head when he uncovers a corrupt network of powerful people who threaten to silence him.",https://www.thehindu.com/entertainment/movies/despatch-trailer-manoj-bajpayees-crime-journalist-ventures-into-troubled-waters-in-this-investigative-thriller/article68941968.ece,movies
Nisha Ravikrishnan’s Anshu marks her silver screen debut,"The actor, known as Amulya from the Kannada serial Gattimela, talks about her power-packed intense role in her debut film, Anshu",Shilpa Anandraj,"Nisha Ravikrishnan’s Anshu marks her silver screen debut The actor, known as Amulya from the Kannada serial Gattimela, talks about her power-packed intense role in her debut film, Anshu Actor Nisha Ravikrishnan, who hails from Kerala, not only speaks impeccable Kannada, but also stumps you when she gives this interview in the same language! Nisha, better known as Amulya, from a long-running Kannada serial, Gattimela, shot to fame with this role and today she is affectionately referred to as ‘Ammu’ by Gattimela fans. Nisha, who played a restless and naive Ammu in Gattimela, now portrays a serious housewife in Anshu. “Since I hardly had any time to prepare for my role in Anshu, we had a short workshop, where the team worked together on the major scenes of the film, and decided on the emotions and the intensity of the character.”",https://www.thehindu.com/entertainment/movies/the-actor-known-as-amulya-from-the-kannada-serial-gattimela-talks-about-her-power-packed-intense-role-in-her-debut-film-anshu/article68884615.ece,movies
